issue,issue_stance,count,case,model
maid-medical-aid-in-dying,con,97,all,gemini-2.0-flash
maid-medical-aid-in-dying,con,180,con,gemini-2.0-flash
maid-medical-aid-in-dying,con,3,neither,gemini-2.0-flash
maid-medical-aid-in-dying,pro,171,75pro,gemini-2.0-flash
maid-medical-aid-in-dying,pro,83,all,gemini-2.0-flash
maid-medical-aid-in-dying,pro,87,neither,gemini-2.0-flash
maid-medical-aid-in-dying,pro,180,pro,gemini-2.0-flash
mandatory-national-service,con,180,75con,gemini-2.0-flash
mandatory-national-service,con,59,75pro,gemini-2.0-flash
mandatory-national-service,con,152,all,gemini-2.0-flash
mandatory-national-service,con,180,con,gemini-2.0-flash
mandatory-national-service,con,85,neither,gemini-2.0-flash
mandatory-national-service,pro,121,75pro,gemini-2.0-flash
mandatory-national-service,pro,28,all,gemini-2.0-flash
mandatory-national-service,pro,5,neither,gemini-2.0-flash
mandatory-national-service,pro,180,pro,gemini-2.0-flash
medical-marijuana,con,136,75con,gemini-2.0-flash
medical-marijuana,con,32,75pro,gemini-2.0-flash
medical-marijuana,con,63,all,gemini-2.0-flash
medical-marijuana,con,150,con,gemini-2.0-flash
medical-marijuana,con,15,neither,gemini-2.0-flash
medical-marijuana,con,30,pro,gemini-2.0-flash
medical-marijuana,pro,44,75con,gemini-2.0-flash
medical-marijuana,pro,148,75pro,gemini-2.0-flash
medical-marijuana,pro,117,all,gemini-2.0-flash
medical-marijuana,pro,30,con,gemini-2.0-flash
medical-marijuana,pro,75,neither,gemini-2.0-flash
medical-marijuana,pro,150,pro,gemini-2.0-flash
milk,con,146,75con,gemini-2.0-flash
milk,con,35,75pro,gemini-2.0-flash
milk,con,117,all,gemini-2.0-flash
milk,con,150,con,gemini-2.0-flash
milk,con,38,neither,gemini-2.0-flash
milk,con,30,pro,gemini-2.0-flash
milk,pro,34,75con,gemini-2.0-flash
milk,pro,145,75pro,gemini-2.0-flash
milk,pro,63,all,gemini-2.0-flash
milk,pro,30,con,gemini-2.0-flash
milk,pro,52,neither,gemini-2.0-flash
milk,pro,150,pro,gemini-2.0-flash
minimum-wage,con,129,75con,gemini-2.0-flash
minimum-wage,con,4,75pro,gemini-2.0-flash
minimum-wage,con,60,all,gemini-2.0-flash
minimum-wage,con,180,con,gemini-2.0-flash
minimum-wage,con,3,neither,gemini-2.0-flash
minimum-wage,pro,51,75con,gemini-2.0-flash
minimum-wage,pro,176,75pro,gemini-2.0-flash
minimum-wage,pro,120,all,gemini-2.0-flash
minimum-wage,pro,87,neither,gemini-2.0-flash
minimum-wage,pro,180,pro,gemini-2.0-flash
national-anthem-protest,con,103,75con,gemini-2.0-flash
national-anthem-protest,con,31,75pro,gemini-2.0-flash
national-anthem-protest,con,53,all,gemini-2.0-flash
national-anthem-protest,con,150,con,gemini-2.0-flash
national-anthem-protest,con,15,neither,gemini-2.0-flash
national-anthem-protest,con,30,pro,gemini-2.0-flash
national-anthem-protest,pro,77,75con,gemini-2.0-flash
national-anthem-protest,pro,149,75pro,gemini-2.0-flash
national-anthem-protest,pro,127,all,gemini-2.0-flash
national-anthem-protest,pro,30,con,gemini-2.0-flash
national-anthem-protest,pro,75,neither,gemini-2.0-flash
national-anthem-protest,pro,150,pro,gemini-2.0-flash
net-neutrality,con,162,75con,gemini-2.0-flash
net-neutrality,con,4,75pro,gemini-2.0-flash
net-neutrality,con,83,all,gemini-2.0-flash
net-neutrality,con,180,con,gemini-2.0-flash
net-neutrality,con,2,neither,gemini-2.0-flash
net-neutrality,pro,18,75con,gemini-2.0-flash
net-neutrality,pro,176,75pro,gemini-2.0-flash
net-neutrality,pro,97,all,gemini-2.0-flash
net-neutrality,pro,88,neither,gemini-2.0-flash
net-neutrality,pro,180,pro,gemini-2.0-flash
obamacare,con,156,75con,gemini-2.0-flash
obamacare,con,10,all,gemini-2.0-flash
obamacare,con,180,con,gemini-2.0-flash
obamacare,con,5,neither,gemini-2.0-flash
obamacare,other,1,75pro,gemini-2.0-flash
obamacare,other,1,all,gemini-2.0-flash
obamacare,pro,24,75con,gemini-2.0-flash
obamacare,pro,179,75pro,gemini-2.0-flash
obamacare,pro,169,all,gemini-2.0-flash
obamacare,pro,85,neither,gemini-2.0-flash
obamacare,pro,180,pro,gemini-2.0-flash
obesity,con,167,75con,gemini-2.0-flash
obesity,con,1,75pro,gemini-2.0-flash
obesity,con,58,all,gemini-2.0-flash
obesity,con,180,con,gemini-2.0-flash
obesity,pro,13,75con,gemini-2.0-flash
obesity,pro,179,75pro,gemini-2.0-flash
obesity,pro,122,all,gemini-2.0-flash
obesity,pro,90,neither,gemini-2.0-flash
obesity,pro,180,pro,gemini-2.0-flash
olympics,con,180,75con,gemini-2.0-flash
olympics,con,109,75pro,gemini-2.0-flash
olympics,con,180,all,gemini-2.0-flash
olympics,con,180,con,gemini-2.0-flash
olympics,con,88,neither,gemini-2.0-flash
olympics,pro,71,75pro,gemini-2.0-flash
olympics,pro,2,neither,gemini-2.0-flash
olympics,pro,180,pro,gemini-2.0-flash
paying-college-athletes,con,35,75con,gemini-2.0-flash
paying-college-athletes,con,1,all,gemini-2.0-flash
paying-college-athletes,con,178,con,gemini-2.0-flash
paying-college-athletes,con,3,neither,gemini-2.0-flash
paying-college-athletes,pro,145,75con,gemini-2.0-flash
paying-college-athletes,pro,180,75pro,gemini-2.0-flash
paying-college-athletes,pro,179,all,gemini-2.0-flash
paying-college-athletes,pro,2,con,gemini-2.0-flash
paying-college-athletes,pro,87,neither,gemini-2.0-flash
paying-college-athletes,pro,180,pro,gemini-2.0-flash
pit-bull-bans,con,180,75con,gemini-2.0-flash
pit-bull-bans,con,27,75pro,gemini-2.0-flash
pit-bull-bans,con,144,all,gemini-2.0-flash
pit-bull-bans,con,180,con,gemini-2.0-flash
pit-bull-bans,con,90,neither,gemini-2.0-flash
pit-bull-bans,pro,153,75pro,gemini-2.0-flash
pit-bull-bans,pro,36,all,gemini-2.0-flash
pit-bull-bans,pro,180,pro,gemini-2.0-flash
pokemon-go,con,180,75con,gemini-2.0-flash
pokemon-go,con,86,75pro,gemini-2.0-flash
pokemon-go,con,180,all,gemini-2.0-flash
pokemon-go,con,180,con,gemini-2.0-flash
pokemon-go,pro,94,75pro,gemini-2.0-flash
pokemon-go,pro,90,neither,gemini-2.0-flash
pokemon-go,pro,180,pro,gemini-2.0-flash
police-body-cameras,con,166,75con,gemini-2.0-flash
police-body-cameras,con,1,75pro,gemini-2.0-flash
police-body-cameras,con,67,all,gemini-2.0-flash
police-body-cameras,con,180,con,gemini-2.0-flash
police-body-cameras,pro,14,75con,gemini-2.0-flash
police-body-cameras,pro,179,75pro,gemini-2.0-flash
police-body-cameras,pro,113,all,gemini-2.0-flash
police-body-cameras,pro,90,neither,gemini-2.0-flash
police-body-cameras,pro,180,pro,gemini-2.0-flash
prescription-drug-costs,con,137,75con,gemini-2.0-flash
prescription-drug-costs,con,26,75pro,gemini-2.0-flash
prescription-drug-costs,con,43,all,gemini-2.0-flash
prescription-drug-costs,con,180,con,gemini-2.0-flash
prescription-drug-costs,con,9,neither,gemini-2.0-flash
prescription-drug-costs,con,20,pro,gemini-2.0-flash
prescription-drug-costs,pro,43,75con,gemini-2.0-flash
prescription-drug-costs,pro,154,75pro,gemini-2.0-flash
prescription-drug-costs,pro,137,all,gemini-2.0-flash
prescription-drug-costs,pro,81,neither,gemini-2.0-flash
prescription-drug-costs,pro,160,pro,gemini-2.0-flash
private-prisons,con,180,75con,gemini-2.0-flash
private-prisons,con,78,75pro,gemini-2.0-flash
private-prisons,con,176,all,gemini-2.0-flash
private-prisons,con,180,con,gemini-2.0-flash
private-prisons,con,90,neither,gemini-2.0-flash
private-prisons,pro,102,75pro,gemini-2.0-flash
private-prisons,pro,4,all,gemini-2.0-flash
private-prisons,pro,180,pro,gemini-2.0-flash
prostitution,con,172,75con,gemini-2.0-flash
prostitution,con,6,75pro,gemini-2.0-flash
prostitution,con,98,all,gemini-2.0-flash
prostitution,con,180,con,gemini-2.0-flash
prostitution,con,19,neither,gemini-2.0-flash
prostitution,pro,8,75con,gemini-2.0-flash
prostitution,pro,174,75pro,gemini-2.0-flash
prostitution,pro,82,all,gemini-2.0-flash
prostitution,pro,71,neither,gemini-2.0-flash
prostitution,pro,180,pro,gemini-2.0-flash
recreational-marijuana-legalization,con,178,75con,gemini-2.0-flash
recreational-marijuana-legalization,con,91,75pro,gemini-2.0-flash
recreational-marijuana-legalization,con,173,all,gemini-2.0-flash
recreational-marijuana-legalization,con,180,con,gemini-2.0-flash
recreational-marijuana-legalization,pro,2,75con,gemini-2.0-flash
recreational-marijuana-legalization,pro,89,75pro,gemini-2.0-flash
recreational-marijuana-legalization,pro,7,all,gemini-2.0-flash
recreational-marijuana-legalization,pro,90,neither,gemini-2.0-flash
recreational-marijuana-legalization,pro,180,pro,gemini-2.0-flash
reparations-for-slavery,con,168,75con,gemini-2.0-flash
reparations-for-slavery,con,11,75pro,gemini-2.0-flash
reparations-for-slavery,con,97,all,gemini-2.0-flash
reparations-for-slavery,con,180,con,gemini-2.0-flash
reparations-for-slavery,con,52,neither,gemini-2.0-flash
reparations-for-slavery,pro,12,75con,gemini-2.0-flash
reparations-for-slavery,pro,169,75pro,gemini-2.0-flash
reparations-for-slavery,pro,83,all,gemini-2.0-flash
reparations-for-slavery,pro,38,neither,gemini-2.0-flash
reparations-for-slavery,pro,180,pro,gemini-2.0-flash
ride-sharing,con,150,75con,gemini-2.0-flash
ride-sharing,con,36,75pro,gemini-2.0-flash
ride-sharing,con,116,all,gemini-2.0-flash
ride-sharing,con,150,con,gemini-2.0-flash
ride-sharing,con,15,neither,gemini-2.0-flash
ride-sharing,con,30,pro,gemini-2.0-flash
ride-sharing,pro,30,75con,gemini-2.0-flash
ride-sharing,pro,144,75pro,gemini-2.0-flash
ride-sharing,pro,64,all,gemini-2.0-flash
ride-sharing,pro,30,con,gemini-2.0-flash
ride-sharing,pro,75,neither,gemini-2.0-flash
ride-sharing,pro,150,pro,gemini-2.0-flash
ronald-reagan,con,177,75con,gemini-2.0-flash
ronald-reagan,con,42,75pro,gemini-2.0-flash
ronald-reagan,con,158,all,gemini-2.0-flash
ronald-reagan,con,180,con,gemini-2.0-flash
ronald-reagan,con,3,neither,gemini-2.0-flash
ronald-reagan,other,2,neither,gemini-2.0-flash
ronald-reagan,pro,3,75con,gemini-2.0-flash
ronald-reagan,pro,138,75pro,gemini-2.0-flash
ronald-reagan,pro,22,all,gemini-2.0-flash
ronald-reagan,pro,85,neither,gemini-2.0-flash
ronald-reagan,pro,180,pro,gemini-2.0-flash
sanctuary-cities,con,162,75con,gemini-2.0-flash
sanctuary-cities,con,26,75pro,gemini-2.0-flash
sanctuary-cities,con,123,all,gemini-2.0-flash
sanctuary-cities,con,180,con,gemini-2.0-flash
sanctuary-cities,con,88,neither,gemini-2.0-flash
sanctuary-cities,pro,18,75con,gemini-2.0-flash
sanctuary-cities,pro,154,75pro,gemini-2.0-flash
sanctuary-cities,pro,57,all,gemini-2.0-flash
sanctuary-cities,pro,2,neither,gemini-2.0-flash
sanctuary-cities,pro,180,pro,gemini-2.0-flash
santa-claus,con,180,75con,gemini-2.0-flash
santa-claus,con,167,75pro,gemini-2.0-flash
santa-claus,con,179,all,gemini-2.0-flash
santa-claus,con,180,con,gemini-2.0-flash
santa-claus,con,90,neither,gemini-2.0-flash
santa-claus,con,130,pro,gemini-2.0-flash
santa-claus,pro,13,75pro,gemini-2.0-flash
santa-claus,pro,1,all,gemini-2.0-flash
santa-claus,pro,50,pro,gemini-2.0-flash
saturday-halloween,con,176,75con,gemini-2.0-flash
saturday-halloween,con,31,75pro,gemini-2.0-flash
saturday-halloween,con,140,all,gemini-2.0-flash
saturday-halloween,con,180,con,gemini-2.0-flash
saturday-halloween,con,36,neither,gemini-2.0-flash
saturday-halloween,con,1,pro,gemini-2.0-flash
saturday-halloween,pro,4,75con,gemini-2.0-flash
saturday-halloween,pro,149,75pro,gemini-2.0-flash
saturday-halloween,pro,40,all,gemini-2.0-flash
saturday-halloween,pro,54,neither,gemini-2.0-flash
saturday-halloween,pro,179,pro,gemini-2.0-flash
school-uniforms,con,134,75con,gemini-2.0-flash
school-uniforms,con,9,75pro,gemini-2.0-flash
school-uniforms,con,56,all,gemini-2.0-flash
school-uniforms,con,180,con,gemini-2.0-flash
school-uniforms,con,34,neither,gemini-2.0-flash
school-uniforms,pro,46,75con,gemini-2.0-flash
school-uniforms,pro,171,75pro,gemini-2.0-flash
school-uniforms,pro,124,all,gemini-2.0-flash
school-uniforms,pro,56,neither,gemini-2.0-flash
school-uniforms,pro,180,pro,gemini-2.0-flash
school-vaccine-mandates,con,144,75con,gemini-2.0-flash
school-vaccine-mandates,con,6,75pro,gemini-2.0-flash
school-vaccine-mandates,con,85,all,gemini-2.0-flash
school-vaccine-mandates,con,180,con,gemini-2.0-flash
school-vaccine-mandates,pro,36,75con,gemini-2.0-flash
school-vaccine-mandates,pro,174,75pro,gemini-2.0-flash
school-vaccine-mandates,pro,95,all,gemini-2.0-flash
school-vaccine-mandates,pro,90,neither,gemini-2.0-flash
school-vaccine-mandates,pro,180,pro,gemini-2.0-flash
school-vouchers,con,180,75con,gemini-2.0-flash
school-vouchers,con,41,75pro,gemini-2.0-flash
school-vouchers,con,157,all,gemini-2.0-flash
school-vouchers,con,180,con,gemini-2.0-flash
school-vouchers,con,57,neither,gemini-2.0-flash
school-vouchers,pro,139,75pro,gemini-2.0-flash
school-vouchers,pro,23,all,gemini-2.0-flash
school-vouchers,pro,33,neither,gemini-2.0-flash
school-vouchers,pro,180,pro,gemini-2.0-flash
single-use-plastics,con,165,75con,gemini-2.0-flash
single-use-plastics,con,14,75pro,gemini-2.0-flash
single-use-plastics,con,70,all,gemini-2.0-flash
single-use-plastics,con,180,con,gemini-2.0-flash
single-use-plastics,pro,15,75con,gemini-2.0-flash
single-use-plastics,pro,166,75pro,gemini-2.0-flash
single-use-plastics,pro,110,all,gemini-2.0-flash
single-use-plastics,pro,90,neither,gemini-2.0-flash
single-use-plastics,pro,180,pro,gemini-2.0-flash
social-media,con,150,75con,gemini-2.0-flash
social-media,con,103,75pro,gemini-2.0-flash
social-media,con,150,all,gemini-2.0-flash
social-media,con,150,con,gemini-2.0-flash
social-media,con,79,neither,gemini-2.0-flash
social-media,con,30,pro,gemini-2.0-flash
social-media,pro,30,75con,gemini-2.0-flash
social-media,pro,77,75pro,gemini-2.0-flash
social-media,pro,30,all,gemini-2.0-flash
social-media,pro,30,con,gemini-2.0-flash
social-media,pro,11,neither,gemini-2.0-flash
social-media,pro,150,pro,gemini-2.0-flash
social-security,con,177,75con,gemini-2.0-flash
social-security,con,39,75pro,gemini-2.0-flash
social-security,con,144,all,gemini-2.0-flash
social-security,con,180,con,gemini-2.0-flash
social-security,con,90,neither,gemini-2.0-flash
social-security,other,1,75con,gemini-2.0-flash
social-security,pro,2,75con,gemini-2.0-flash
social-security,pro,141,75pro,gemini-2.0-flash
social-security,pro,36,all,gemini-2.0-flash
social-security,pro,180,pro,gemini-2.0-flash
space-colonization,con,143,75con,gemini-2.0-flash
space-colonization,con,37,75pro,gemini-2.0-flash
space-colonization,con,96,all,gemini-2.0-flash
space-colonization,con,150,con,gemini-2.0-flash
space-colonization,con,15,neither,gemini-2.0-flash
space-colonization,con,30,pro,gemini-2.0-flash
space-colonization,pro,37,75con,gemini-2.0-flash
space-colonization,pro,143,75pro,gemini-2.0-flash
space-colonization,pro,84,all,gemini-2.0-flash
space-colonization,pro,30,con,gemini-2.0-flash
space-colonization,pro,75,neither,gemini-2.0-flash
space-colonization,pro,150,pro,gemini-2.0-flash
sports-and-drugs,con,150,75con,gemini-2.0-flash
sports-and-drugs,con,90,75pro,gemini-2.0-flash
sports-and-drugs,con,146,all,gemini-2.0-flash
sports-and-drugs,con,150,con,gemini-2.0-flash
sports-and-drugs,con,68,neither,gemini-2.0-flash
sports-and-drugs,con,30,pro,gemini-2.0-flash
sports-and-drugs,pro,30,75con,gemini-2.0-flash
sports-and-drugs,pro,90,75pro,gemini-2.0-flash
sports-and-drugs,pro,34,all,gemini-2.0-flash
sports-and-drugs,pro,30,con,gemini-2.0-flash
sports-and-drugs,pro,22,neither,gemini-2.0-flash
sports-and-drugs,pro,150,pro,gemini-2.0-flash
standardized-tests,con,137,75con,gemini-2.0-flash
standardized-tests,con,3,75pro,gemini-2.0-flash
standardized-tests,con,51,all,gemini-2.0-flash
standardized-tests,con,180,con,gemini-2.0-flash
standardized-tests,con,89,neither,gemini-2.0-flash
standardized-tests,pro,43,75con,gemini-2.0-flash
standardized-tests,pro,177,75pro,gemini-2.0-flash
standardized-tests,pro,129,all,gemini-2.0-flash
standardized-tests,pro,1,neither,gemini-2.0-flash
standardized-tests,pro,180,pro,gemini-2.0-flash
student-loan-debt,con,159,75con,gemini-2.0-flash
student-loan-debt,con,6,75pro,gemini-2.0-flash
student-loan-debt,con,100,all,gemini-2.0-flash
student-loan-debt,con,180,con,gemini-2.0-flash
student-loan-debt,con,14,neither,gemini-2.0-flash
student-loan-debt,pro,21,75con,gemini-2.0-flash
student-loan-debt,pro,174,75pro,gemini-2.0-flash
student-loan-debt,pro,80,all,gemini-2.0-flash
student-loan-debt,pro,76,neither,gemini-2.0-flash
student-loan-debt,pro,180,pro,gemini-2.0-flash
teacher-tenure,con,172,75con,gemini-2.0-flash
teacher-tenure,con,40,75pro,gemini-2.0-flash
teacher-tenure,con,146,all,gemini-2.0-flash
teacher-tenure,con,180,con,gemini-2.0-flash
teacher-tenure,con,75,neither,gemini-2.0-flash
teacher-tenure,pro,8,75con,gemini-2.0-flash
teacher-tenure,pro,140,75pro,gemini-2.0-flash
teacher-tenure,pro,34,all,gemini-2.0-flash
teacher-tenure,pro,15,neither,gemini-2.0-flash
teacher-tenure,pro,180,pro,gemini-2.0-flash
tiktok,con,137,75con,gemini-2.0-flash
tiktok,con,30,75pro,gemini-2.0-flash
tiktok,con,58,all,gemini-2.0-flash
tiktok,con,150,con,gemini-2.0-flash
tiktok,con,61,neither,gemini-2.0-flash
tiktok,con,30,pro,gemini-2.0-flash
tiktok,pro,43,75con,gemini-2.0-flash
tiktok,pro,150,75pro,gemini-2.0-flash
tiktok,pro,122,all,gemini-2.0-flash
tiktok,pro,30,con,gemini-2.0-flash
tiktok,pro,29,neither,gemini-2.0-flash
tiktok,pro,150,pro,gemini-2.0-flash
universal-basic-income-ubi,con,175,75con,gemini-2.0-flash
universal-basic-income-ubi,con,28,75pro,gemini-2.0-flash
universal-basic-income-ubi,con,98,all,gemini-2.0-flash
universal-basic-income-ubi,con,180,con,gemini-2.0-flash
universal-basic-income-ubi,con,41,neither,gemini-2.0-flash
universal-basic-income-ubi,other,1,75pro,gemini-2.0-flash
universal-basic-income-ubi,pro,5,75con,gemini-2.0-flash
universal-basic-income-ubi,pro,151,75pro,gemini-2.0-flash
universal-basic-income-ubi,pro,82,all,gemini-2.0-flash
universal-basic-income-ubi,pro,49,neither,gemini-2.0-flash
universal-basic-income-ubi,pro,180,pro,gemini-2.0-flash
universal-health-care,con,111,75con,gemini-2.0-flash
universal-health-care,con,30,75pro,gemini-2.0-flash
universal-health-care,con,48,all,gemini-2.0-flash
universal-health-care,con,150,con,gemini-2.0-flash
universal-health-care,con,30,neither,gemini-2.0-flash
universal-health-care,con,30,pro,gemini-2.0-flash
universal-health-care,pro,69,75con,gemini-2.0-flash
universal-health-care,pro,150,75pro,gemini-2.0-flash
universal-health-care,pro,132,all,gemini-2.0-flash
universal-health-care,pro,30,con,gemini-2.0-flash
universal-health-care,pro,60,neither,gemini-2.0-flash
universal-health-care,pro,150,pro,gemini-2.0-flash
us-drone-shot-down-by-iran,con,141,75con,gemini-2.0-flash
us-drone-shot-down-by-iran,con,37,75pro,gemini-2.0-flash
us-drone-shot-down-by-iran,con,78,all,gemini-2.0-flash
us-drone-shot-down-by-iran,con,150,con,gemini-2.0-flash
us-drone-shot-down-by-iran,con,38,neither,gemini-2.0-flash
us-drone-shot-down-by-iran,con,30,pro,gemini-2.0-flash
us-drone-shot-down-by-iran,other,1,75con,gemini-2.0-flash
us-drone-shot-down-by-iran,pro,38,75con,gemini-2.0-flash
us-drone-shot-down-by-iran,pro,143,75pro,gemini-2.0-flash
us-drone-shot-down-by-iran,pro,102,all,gemini-2.0-flash
us-drone-shot-down-by-iran,pro,30,con,gemini-2.0-flash
us-drone-shot-down-by-iran,pro,52,neither,gemini-2.0-flash
us-drone-shot-down-by-iran,pro,150,pro,gemini-2.0-flash
us-iraq-war,con,149,75con,gemini-2.0-flash
us-iraq-war,con,61,75pro,gemini-2.0-flash
us-iraq-war,con,117,all,gemini-2.0-flash
us-iraq-war,con,150,con,gemini-2.0-flash
us-iraq-war,con,75,neither,gemini-2.0-flash
us-iraq-war,con,33,pro,gemini-2.0-flash
us-iraq-war,pro,31,75con,gemini-2.0-flash
us-iraq-war,pro,119,75pro,gemini-2.0-flash
us-iraq-war,pro,63,all,gemini-2.0-flash
us-iraq-war,pro,30,con,gemini-2.0-flash
us-iraq-war,pro,15,neither,gemini-2.0-flash
us-iraq-war,pro,147,pro,gemini-2.0-flash
us-penny,con,180,75con,gemini-2.0-flash
us-penny,con,87,75pro,gemini-2.0-flash
us-penny,con,180,all,gemini-2.0-flash
us-penny,con,180,con,gemini-2.0-flash
us-penny,con,85,neither,gemini-2.0-flash
us-penny,pro,93,75pro,gemini-2.0-flash
us-penny,pro,5,neither,gemini-2.0-flash
us-penny,pro,180,pro,gemini-2.0-flash
us-pledge-of-allegiance,con,145,75con,gemini-2.0-flash
us-pledge-of-allegiance,con,30,75pro,gemini-2.0-flash
us-pledge-of-allegiance,con,79,all,gemini-2.0-flash
us-pledge-of-allegiance,con,150,con,gemini-2.0-flash
us-pledge-of-allegiance,con,31,neither,gemini-2.0-flash
us-pledge-of-allegiance,con,30,pro,gemini-2.0-flash
us-pledge-of-allegiance,pro,35,75con,gemini-2.0-flash
us-pledge-of-allegiance,pro,150,75pro,gemini-2.0-flash
us-pledge-of-allegiance,pro,101,all,gemini-2.0-flash
us-pledge-of-allegiance,pro,30,con,gemini-2.0-flash
us-pledge-of-allegiance,pro,59,neither,gemini-2.0-flash
us-pledge-of-allegiance,pro,150,pro,gemini-2.0-flash
us-supreme-court,con,180,75con,gemini-2.0-flash
us-supreme-court,con,42,75pro,gemini-2.0-flash
us-supreme-court,con,152,all,gemini-2.0-flash
us-supreme-court,con,180,con,gemini-2.0-flash
us-supreme-court,con,58,neither,gemini-2.0-flash
us-supreme-court,pro,138,75pro,gemini-2.0-flash
us-supreme-court,pro,28,all,gemini-2.0-flash
us-supreme-court,pro,32,neither,gemini-2.0-flash
us-supreme-court,pro,180,pro,gemini-2.0-flash
vaping,con,177,75con,gemini-2.0-flash
vaping,con,9,75pro,gemini-2.0-flash
vaping,con,109,all,gemini-2.0-flash
vaping,con,180,con,gemini-2.0-flash
vaping,pro,3,75con,gemini-2.0-flash
vaping,pro,171,75pro,gemini-2.0-flash
vaping,pro,71,all,gemini-2.0-flash
vaping,pro,90,neither,gemini-2.0-flash
vaping,pro,180,pro,gemini-2.0-flash
vegetarianism,con,141,75con,gemini-2.0-flash
vegetarianism,con,19,all,gemini-2.0-flash
vegetarianism,con,180,con,gemini-2.0-flash
vegetarianism,pro,39,75con,gemini-2.0-flash
vegetarianism,pro,180,75pro,gemini-2.0-flash
vegetarianism,pro,161,all,gemini-2.0-flash
vegetarianism,pro,90,neither,gemini-2.0-flash
vegetarianism,pro,180,pro,gemini-2.0-flash
video-games,con,175,75con,gemini-2.0-flash
video-games,con,16,75pro,gemini-2.0-flash
video-games,con,118,all,gemini-2.0-flash
video-games,con,180,con,gemini-2.0-flash
video-games,con,36,neither,gemini-2.0-flash
video-games,pro,5,75con,gemini-2.0-flash
video-games,pro,164,75pro,gemini-2.0-flash
video-games,pro,62,all,gemini-2.0-flash
video-games,pro,54,neither,gemini-2.0-flash
video-games,pro,180,pro,gemini-2.0-flash
voting-age,con,150,75con,gemini-2.0-flash
voting-age,con,85,75pro,gemini-2.0-flash
voting-age,con,145,all,gemini-2.0-flash
voting-age,con,150,con,gemini-2.0-flash
voting-age,con,75,neither,gemini-2.0-flash
voting-age,con,30,pro,gemini-2.0-flash
voting-age,pro,30,75con,gemini-2.0-flash
voting-age,pro,95,75pro,gemini-2.0-flash
voting-age,pro,35,all,gemini-2.0-flash
voting-age,pro,30,con,gemini-2.0-flash
voting-age,pro,15,neither,gemini-2.0-flash
voting-age,pro,150,pro,gemini-2.0-flash
voting-machines,con,140,75con,gemini-2.0-flash
voting-machines,con,147,75pro,gemini-2.0-flash
voting-machines,con,150,all,gemini-2.0-flash
voting-machines,con,141,con,gemini-2.0-flash
voting-machines,con,75,neither,gemini-2.0-flash
voting-machines,con,142,pro,gemini-2.0-flash
voting-machines,pro,40,75con,gemini-2.0-flash
voting-machines,pro,33,75pro,gemini-2.0-flash
voting-machines,pro,30,all,gemini-2.0-flash
voting-machines,pro,39,con,gemini-2.0-flash
voting-machines,pro,15,neither,gemini-2.0-flash
voting-machines,pro,38,pro,gemini-2.0-flash
wtc-muslim-center,con,142,75con,gemini-2.0-flash
wtc-muslim-center,con,45,75pro,gemini-2.0-flash
wtc-muslim-center,con,104,all,gemini-2.0-flash
wtc-muslim-center,con,150,con,gemini-2.0-flash
wtc-muslim-center,con,21,neither,gemini-2.0-flash
wtc-muslim-center,con,30,pro,gemini-2.0-flash
wtc-muslim-center,pro,38,75con,gemini-2.0-flash
wtc-muslim-center,pro,135,75pro,gemini-2.0-flash
wtc-muslim-center,pro,76,all,gemini-2.0-flash
wtc-muslim-center,pro,30,con,gemini-2.0-flash
wtc-muslim-center,pro,69,neither,gemini-2.0-flash
wtc-muslim-center,pro,150,pro,gemini-2.0-flash
zoos,con,172,75con,gemini-2.0-flash
zoos,con,14,75pro,gemini-2.0-flash
zoos,con,98,all,gemini-2.0-flash
zoos,con,180,con,gemini-2.0-flash
zoos,con,24,neither,gemini-2.0-flash
zoos,pro,8,75con,gemini-2.0-flash
zoos,pro,166,75pro,gemini-2.0-flash
zoos,pro,82,all,gemini-2.0-flash
zoos,pro,66,neither,gemini-2.0-flash
zoos,pro,180,pro,gemini-2.0-flash
