issue,issue_stance,count,case,model
fighting-in-hockey,pro,73,all,claude-3.5-haiku
fighting-in-hockey,pro,40,neither,claude-3.5-haiku
fighting-in-hockey,pro,174,pro,claude-3.5-haiku
filibuster,con,143,75con,claude-3.5-haiku
filibuster,con,31,75pro,claude-3.5-haiku
filibuster,con,71,all,claude-3.5-haiku
filibuster,con,180,con,claude-3.5-haiku
filibuster,con,35,neither,claude-3.5-haiku
filibuster,other,6,75con,claude-3.5-haiku
filibuster,other,1,75pro,claude-3.5-haiku
filibuster,other,3,all,claude-3.5-haiku
filibuster,other,2,neither,claude-3.5-haiku
filibuster,other,2,pro,claude-3.5-haiku
filibuster,pro,31,75con,claude-3.5-haiku
filibuster,pro,148,75pro,claude-3.5-haiku
filibuster,pro,106,all,claude-3.5-haiku
filibuster,pro,53,neither,claude-3.5-haiku
filibuster,pro,178,pro,claude-3.5-haiku
fracking,con,135,75con,claude-3.5-haiku
fracking,con,76,75pro,claude-3.5-haiku
fracking,con,99,all,claude-3.5-haiku
fracking,con,145,con,claude-3.5-haiku
fracking,con,30,neither,claude-3.5-haiku
fracking,con,31,pro,claude-3.5-haiku
fracking,other,2,75con,claude-3.5-haiku
fracking,other,3,75pro,claude-3.5-haiku
fracking,other,3,all,claude-3.5-haiku
fracking,other,2,con,claude-3.5-haiku
fracking,other,1,pro,claude-3.5-haiku
fracking,pro,43,75con,claude-3.5-haiku
fracking,pro,101,75pro,claude-3.5-haiku
fracking,pro,78,all,claude-3.5-haiku
fracking,pro,33,con,claude-3.5-haiku
fracking,pro,60,neither,claude-3.5-haiku
fracking,pro,148,pro,claude-3.5-haiku
free-college,con,112,75con,claude-3.5-haiku
free-college,con,60,75pro,claude-3.5-haiku
free-college,con,72,all,claude-3.5-haiku
free-college,con,120,con,claude-3.5-haiku
free-college,con,30,neither,claude-3.5-haiku
free-college,con,60,pro,claude-3.5-haiku
free-college,other,5,75con,claude-3.5-haiku
free-college,other,4,all,claude-3.5-haiku
free-college,other,1,con,claude-3.5-haiku
free-college,other,1,pro,claude-3.5-haiku
free-college,pro,63,75con,claude-3.5-haiku
free-college,pro,120,75pro,claude-3.5-haiku
free-college,pro,104,all,claude-3.5-haiku
free-college,pro,59,con,claude-3.5-haiku
free-college,pro,60,neither,claude-3.5-haiku
free-college,pro,119,pro,claude-3.5-haiku
fur-clothing-bans,con,65,75con,claude-3.5-haiku
fur-clothing-bans,con,5,75pro,claude-3.5-haiku
fur-clothing-bans,con,24,all,claude-3.5-haiku
fur-clothing-bans,con,169,con,claude-3.5-haiku
fur-clothing-bans,con,7,neither,claude-3.5-haiku
fur-clothing-bans,other,4,75con,claude-3.5-haiku
fur-clothing-bans,other,1,75pro,claude-3.5-haiku
fur-clothing-bans,pro,111,75con,claude-3.5-haiku
fur-clothing-bans,pro,174,75pro,claude-3.5-haiku
fur-clothing-bans,pro,156,all,claude-3.5-haiku
fur-clothing-bans,pro,11,con,claude-3.5-haiku
fur-clothing-bans,pro,83,neither,claude-3.5-haiku
fur-clothing-bans,pro,180,pro,claude-3.5-haiku
gay-marriage,con,51,75con,claude-3.5-haiku
gay-marriage,con,30,75pro,claude-3.5-haiku
gay-marriage,con,32,all,claude-3.5-haiku
gay-marriage,con,109,con,claude-3.5-haiku
gay-marriage,con,15,neither,claude-3.5-haiku
gay-marriage,con,30,pro,claude-3.5-haiku
gay-marriage,other,1,75con,claude-3.5-haiku
gay-marriage,other,3,con,claude-3.5-haiku
gay-marriage,other,1,neither,claude-3.5-haiku
gay-marriage,pro,128,75con,claude-3.5-haiku
gay-marriage,pro,150,75pro,claude-3.5-haiku
gay-marriage,pro,148,all,claude-3.5-haiku
gay-marriage,pro,68,con,claude-3.5-haiku
gay-marriage,pro,74,neither,claude-3.5-haiku
gay-marriage,pro,150,pro,claude-3.5-haiku
gig-economy,con,167,75con,claude-3.5-haiku
gig-economy,con,39,75pro,claude-3.5-haiku
gig-economy,con,134,all,claude-3.5-haiku
gig-economy,con,174,con,claude-3.5-haiku
gig-economy,con,21,neither,claude-3.5-haiku
gig-economy,other,8,75con,claude-3.5-haiku
gig-economy,other,5,75pro,claude-3.5-haiku
gig-economy,other,6,all,claude-3.5-haiku
gig-economy,other,6,con,claude-3.5-haiku
gig-economy,other,1,pro,claude-3.5-haiku
gig-economy,pro,5,75con,claude-3.5-haiku
gig-economy,pro,136,75pro,claude-3.5-haiku
gig-economy,pro,40,all,claude-3.5-haiku
gig-economy,pro,69,neither,claude-3.5-haiku
gig-economy,pro,179,pro,claude-3.5-haiku
gmos,con,65,75con,claude-3.5-haiku
gmos,con,29,75pro,claude-3.5-haiku
gmos,con,38,all,claude-3.5-haiku
gmos,con,144,con,claude-3.5-haiku
gmos,con,20,neither,claude-3.5-haiku
gmos,con,30,pro,claude-3.5-haiku
gmos,other,3,75con,claude-3.5-haiku
gmos,other,2,75pro,claude-3.5-haiku
gmos,other,3,all,claude-3.5-haiku
gmos,other,3,con,claude-3.5-haiku
gmos,other,3,neither,claude-3.5-haiku
gmos,pro,112,75con,claude-3.5-haiku
gmos,pro,149,75pro,claude-3.5-haiku
gmos,pro,139,all,claude-3.5-haiku
gmos,pro,33,con,claude-3.5-haiku
gmos,pro,67,neither,claude-3.5-haiku
gmos,pro,150,pro,claude-3.5-haiku
gold-standard,con,171,75con,claude-3.5-haiku
gold-standard,con,90,75pro,claude-3.5-haiku
gold-standard,con,127,all,claude-3.5-haiku
gold-standard,con,178,con,claude-3.5-haiku
gold-standard,con,90,neither,claude-3.5-haiku
gold-standard,con,30,pro,claude-3.5-haiku
gold-standard,other,3,75con,claude-3.5-haiku
gold-standard,other,3,all,claude-3.5-haiku
gold-standard,other,2,con,claude-3.5-haiku
gold-standard,pro,6,75con,claude-3.5-haiku
gold-standard,pro,90,75pro,claude-3.5-haiku
gold-standard,pro,50,all,claude-3.5-haiku
gold-standard,pro,150,pro,claude-3.5-haiku
golf,con,59,75con,claude-3.5-haiku
golf,con,2,all,claude-3.5-haiku
golf,con,152,con,claude-3.5-haiku
golf,other,3,75con,claude-3.5-haiku
golf,other,4,75pro,claude-3.5-haiku
golf,other,3,all,claude-3.5-haiku
golf,other,2,con,claude-3.5-haiku
golf,pro,118,75con,claude-3.5-haiku
golf,pro,176,75pro,claude-3.5-haiku
golf,pro,175,all,claude-3.5-haiku
golf,pro,26,con,claude-3.5-haiku
golf,pro,90,neither,claude-3.5-haiku
golf,pro,180,pro,claude-3.5-haiku
gun-control,con,126,75con,claude-3.5-haiku
gun-control,con,71,75pro,claude-3.5-haiku
gun-control,con,64,all,claude-3.5-haiku
gun-control,con,120,con,claude-3.5-haiku
gun-control,con,30,neither,claude-3.5-haiku
gun-control,con,60,pro,claude-3.5-haiku
gun-control,other,1,75con,claude-3.5-haiku
gun-control,other,1,75pro,claude-3.5-haiku
gun-control,other,1,neither,claude-3.5-haiku
gun-control,pro,53,75con,claude-3.5-haiku
gun-control,pro,108,75pro,claude-3.5-haiku
gun-control,pro,116,all,claude-3.5-haiku
gun-control,pro,60,con,claude-3.5-haiku
gun-control,pro,59,neither,claude-3.5-haiku
gun-control,pro,120,pro,claude-3.5-haiku
historical-statue-removal,con,119,75con,claude-3.5-haiku
historical-statue-removal,con,72,75pro,claude-3.5-haiku
historical-statue-removal,con,74,all,claude-3.5-haiku
historical-statue-removal,con,125,con,claude-3.5-haiku
historical-statue-removal,con,75,neither,claude-3.5-haiku
historical-statue-removal,con,60,pro,claude-3.5-haiku
historical-statue-removal,pro,61,75con,claude-3.5-haiku
historical-statue-removal,pro,108,75pro,claude-3.5-haiku
historical-statue-removal,pro,106,all,claude-3.5-haiku
historical-statue-removal,pro,55,con,claude-3.5-haiku
historical-statue-removal,pro,15,neither,claude-3.5-haiku
historical-statue-removal,pro,120,pro,claude-3.5-haiku
homelessness,con,115,75con,claude-3.5-haiku
homelessness,con,65,75pro,claude-3.5-haiku
homelessness,con,82,all,claude-3.5-haiku
homelessness,con,117,con,claude-3.5-haiku
homelessness,con,30,neither,claude-3.5-haiku
homelessness,con,59,pro,claude-3.5-haiku
homelessness,other,3,75con,claude-3.5-haiku
homelessness,other,1,75pro,claude-3.5-haiku
homelessness,other,4,all,claude-3.5-haiku
homelessness,other,3,con,claude-3.5-haiku
homelessness,other,2,pro,claude-3.5-haiku
homelessness,pro,62,75con,claude-3.5-haiku
homelessness,pro,114,75pro,claude-3.5-haiku
homelessness,pro,94,all,claude-3.5-haiku
homelessness,pro,60,con,claude-3.5-haiku
homelessness,pro,60,neither,claude-3.5-haiku
homelessness,pro,119,pro,claude-3.5-haiku
homework,con,138,75con,claude-3.5-haiku
homework,con,71,75pro,claude-3.5-haiku
homework,con,104,all,claude-3.5-haiku
homework,con,118,con,claude-3.5-haiku
homework,con,48,neither,claude-3.5-haiku
homework,con,60,pro,claude-3.5-haiku
homework,other,1,75pro,claude-3.5-haiku
homework,other,2,con,claude-3.5-haiku
homework,pro,42,75con,claude-3.5-haiku
homework,pro,108,75pro,claude-3.5-haiku
homework,pro,76,all,claude-3.5-haiku
homework,pro,60,con,claude-3.5-haiku
homework,pro,42,neither,claude-3.5-haiku
homework,pro,120,pro,claude-3.5-haiku
immigration,con,65,75con,claude-3.5-haiku
immigration,con,30,75pro,claude-3.5-haiku
immigration,con,33,all,claude-3.5-haiku
immigration,con,149,con,claude-3.5-haiku
immigration,con,15,neither,claude-3.5-haiku
immigration,con,30,pro,claude-3.5-haiku
immigration,other,2,75con,claude-3.5-haiku
immigration,other,1,con,claude-3.5-haiku
immigration,pro,113,75con,claude-3.5-haiku
immigration,pro,150,75pro,claude-3.5-haiku
immigration,pro,147,all,claude-3.5-haiku
immigration,pro,30,con,claude-3.5-haiku
immigration,pro,75,neither,claude-3.5-haiku
immigration,pro,150,pro,claude-3.5-haiku
insider-trading-by-congress,con,175,75con,claude-3.5-haiku
insider-trading-by-congress,con,156,75pro,claude-3.5-haiku
insider-trading-by-congress,con,166,all,claude-3.5-haiku
insider-trading-by-congress,con,180,con,claude-3.5-haiku
insider-trading-by-congress,con,90,neither,claude-3.5-haiku
insider-trading-by-congress,con,125,pro,claude-3.5-haiku
insider-trading-by-congress,other,4,75con,claude-3.5-haiku
insider-trading-by-congress,other,12,75pro,claude-3.5-haiku
insider-trading-by-congress,other,14,all,claude-3.5-haiku
insider-trading-by-congress,other,9,pro,claude-3.5-haiku
insider-trading-by-congress,pro,1,75con,claude-3.5-haiku
insider-trading-by-congress,pro,12,75pro,claude-3.5-haiku
insider-trading-by-congress,pro,46,pro,claude-3.5-haiku
internet,con,102,75con,claude-3.5-haiku
internet,con,34,75pro,claude-3.5-haiku
internet,con,49,all,claude-3.5-haiku
internet,con,148,con,claude-3.5-haiku
internet,con,34,neither,claude-3.5-haiku
internet,con,30,pro,claude-3.5-haiku
internet,other,1,75con,claude-3.5-haiku
internet,other,1,75pro,claude-3.5-haiku
internet,other,1,all,claude-3.5-haiku
internet,other,1,pro,claude-3.5-haiku
internet,pro,77,75con,claude-3.5-haiku
internet,pro,145,75pro,claude-3.5-haiku
internet,pro,130,all,claude-3.5-haiku
internet,pro,32,con,claude-3.5-haiku
internet,pro,56,neither,claude-3.5-haiku
internet,pro,149,pro,claude-3.5-haiku
maid-medical-aid-in-dying,con,95,75con,claude-3.5-haiku
maid-medical-aid-in-dying,con,19,all,claude-3.5-haiku
maid-medical-aid-in-dying,con,167,con,claude-3.5-haiku
maid-medical-aid-in-dying,pro,85,75con,claude-3.5-haiku
maid-medical-aid-in-dying,pro,180,75pro,claude-3.5-haiku
maid-medical-aid-in-dying,pro,161,all,claude-3.5-haiku
maid-medical-aid-in-dying,pro,13,con,claude-3.5-haiku
maid-medical-aid-in-dying,pro,90,neither,claude-3.5-haiku
maid-medical-aid-in-dying,pro,180,pro,claude-3.5-haiku
mandatory-national-service,con,162,75con,claude-3.5-haiku
mandatory-national-service,con,32,75pro,claude-3.5-haiku
mandatory-national-service,con,80,all,claude-3.5-haiku
mandatory-national-service,con,179,con,claude-3.5-haiku
mandatory-national-service,con,85,neither,claude-3.5-haiku
mandatory-national-service,other,2,75con,claude-3.5-haiku
mandatory-national-service,other,1,75pro,claude-3.5-haiku
mandatory-national-service,other,1,all,claude-3.5-haiku
mandatory-national-service,other,1,con,claude-3.5-haiku
mandatory-national-service,pro,16,75con,claude-3.5-haiku
mandatory-national-service,pro,147,75pro,claude-3.5-haiku
mandatory-national-service,pro,99,all,claude-3.5-haiku
mandatory-national-service,pro,5,neither,claude-3.5-haiku
mandatory-national-service,pro,180,pro,claude-3.5-haiku
medical-marijuana,con,79,75con,claude-3.5-haiku
medical-marijuana,con,30,75pro,claude-3.5-haiku
medical-marijuana,con,30,all,claude-3.5-haiku
medical-marijuana,con,139,con,claude-3.5-haiku
medical-marijuana,con,15,neither,claude-3.5-haiku
medical-marijuana,con,30,pro,claude-3.5-haiku
medical-marijuana,other,2,75con,claude-3.5-haiku
medical-marijuana,pro,99,75con,claude-3.5-haiku
medical-marijuana,pro,150,75pro,claude-3.5-haiku
medical-marijuana,pro,150,all,claude-3.5-haiku
medical-marijuana,pro,41,con,claude-3.5-haiku
medical-marijuana,pro,75,neither,claude-3.5-haiku
medical-marijuana,pro,150,pro,claude-3.5-haiku
milk,con,134,75con,claude-3.5-haiku
milk,con,35,75pro,claude-3.5-haiku
milk,con,127,all,claude-3.5-haiku
milk,con,150,con,claude-3.5-haiku
milk,con,31,neither,claude-3.5-haiku
milk,con,34,pro,claude-3.5-haiku
milk,other,3,75con,claude-3.5-haiku
milk,other,1,75pro,claude-3.5-haiku
milk,other,3,all,claude-3.5-haiku
milk,pro,43,75con,claude-3.5-haiku
milk,pro,144,75pro,claude-3.5-haiku
milk,pro,50,all,claude-3.5-haiku
milk,pro,30,con,claude-3.5-haiku
milk,pro,59,neither,claude-3.5-haiku
milk,pro,146,pro,claude-3.5-haiku
minimum-wage,con,51,75con,claude-3.5-haiku
minimum-wage,con,5,all,claude-3.5-haiku
minimum-wage,con,178,con,claude-3.5-haiku
minimum-wage,other,1,75con,claude-3.5-haiku
minimum-wage,other,1,pro,claude-3.5-haiku
minimum-wage,pro,128,75con,claude-3.5-haiku
minimum-wage,pro,180,75pro,claude-3.5-haiku
minimum-wage,pro,175,all,claude-3.5-haiku
minimum-wage,pro,2,con,claude-3.5-haiku
minimum-wage,pro,90,neither,claude-3.5-haiku
minimum-wage,pro,179,pro,claude-3.5-haiku
national-anthem-protest,con,58,75con,claude-3.5-haiku
national-anthem-protest,con,30,75pro,claude-3.5-haiku
national-anthem-protest,con,32,all,claude-3.5-haiku
national-anthem-protest,con,107,con,claude-3.5-haiku
national-anthem-protest,con,15,neither,claude-3.5-haiku
national-anthem-protest,con,30,pro,claude-3.5-haiku
national-anthem-protest,other,2,75con,claude-3.5-haiku
national-anthem-protest,other,1,all,claude-3.5-haiku
national-anthem-protest,pro,120,75con,claude-3.5-haiku
national-anthem-protest,pro,150,75pro,claude-3.5-haiku
national-anthem-protest,pro,147,all,claude-3.5-haiku
national-anthem-protest,pro,73,con,claude-3.5-haiku
national-anthem-protest,pro,75,neither,claude-3.5-haiku
national-anthem-protest,pro,150,pro,claude-3.5-haiku
net-neutrality,con,120,75con,claude-3.5-haiku
net-neutrality,con,58,75pro,claude-3.5-haiku
net-neutrality,con,71,all,claude-3.5-haiku
net-neutrality,con,123,con,claude-3.5-haiku
net-neutrality,con,30,neither,claude-3.5-haiku
net-neutrality,con,60,pro,claude-3.5-haiku
net-neutrality,other,2,75con,claude-3.5-haiku
net-neutrality,other,6,75pro,claude-3.5-haiku
net-neutrality,other,5,all,claude-3.5-haiku
net-neutrality,other,2,con,claude-3.5-haiku
net-neutrality,other,1,pro,claude-3.5-haiku
net-neutrality,pro,58,75con,claude-3.5-haiku
net-neutrality,pro,116,75pro,claude-3.5-haiku
net-neutrality,pro,104,all,claude-3.5-haiku
net-neutrality,pro,55,con,claude-3.5-haiku
net-neutrality,pro,60,neither,claude-3.5-haiku
net-neutrality,pro,119,pro,claude-3.5-haiku
obamacare,con,91,75con,claude-3.5-haiku
obamacare,con,58,75pro,claude-3.5-haiku
obamacare,con,63,all,claude-3.5-haiku
obamacare,con,118,con,claude-3.5-haiku
obamacare,con,47,neither,claude-3.5-haiku
obamacare,con,60,pro,claude-3.5-haiku
obamacare,other,5,75con,claude-3.5-haiku
obamacare,other,3,75pro,claude-3.5-haiku
obamacare,other,10,all,claude-3.5-haiku
obamacare,other,9,con,claude-3.5-haiku
obamacare,other,1,pro,claude-3.5-haiku
obamacare,pro,84,75con,claude-3.5-haiku
obamacare,pro,119,75pro,claude-3.5-haiku
obamacare,pro,107,all,claude-3.5-haiku
obamacare,pro,53,con,claude-3.5-haiku
obamacare,pro,43,neither,claude-3.5-haiku
obamacare,pro,119,pro,claude-3.5-haiku
obesity,con,16,75con,claude-3.5-haiku
obesity,con,147,con,claude-3.5-haiku
obesity,other,2,75con,claude-3.5-haiku
obesity,pro,162,75con,claude-3.5-haiku
obesity,pro,180,75pro,claude-3.5-haiku
obesity,pro,180,all,claude-3.5-haiku
obesity,pro,33,con,claude-3.5-haiku
obesity,pro,90,neither,claude-3.5-haiku
obesity,pro,180,pro,claude-3.5-haiku
olympics,con,116,75con,claude-3.5-haiku
olympics,con,117,75pro,claude-3.5-haiku
olympics,con,120,all,claude-3.5-haiku
olympics,con,120,con,claude-3.5-haiku
olympics,con,61,neither,claude-3.5-haiku
olympics,con,73,pro,claude-3.5-haiku
olympics,other,3,75con,claude-3.5-haiku
olympics,other,5,75pro,claude-3.5-haiku
olympics,other,5,all,claude-3.5-haiku
olympics,other,1,con,claude-3.5-haiku
olympics,other,1,pro,claude-3.5-haiku
olympics,pro,61,75con,claude-3.5-haiku
olympics,pro,58,75pro,claude-3.5-haiku
olympics,pro,55,all,claude-3.5-haiku
olympics,pro,59,con,claude-3.5-haiku
olympics,pro,29,neither,claude-3.5-haiku
olympics,pro,106,pro,claude-3.5-haiku
paying-college-athletes,con,34,75con,claude-3.5-haiku
paying-college-athletes,con,10,75pro,claude-3.5-haiku
paying-college-athletes,con,3,all,claude-3.5-haiku
paying-college-athletes,con,107,con,claude-3.5-haiku
paying-college-athletes,other,1,con,claude-3.5-haiku
paying-college-athletes,pro,146,75con,claude-3.5-haiku
paying-college-athletes,pro,170,75pro,claude-3.5-haiku
paying-college-athletes,pro,177,all,claude-3.5-haiku
paying-college-athletes,pro,72,con,claude-3.5-haiku
paying-college-athletes,pro,90,neither,claude-3.5-haiku
paying-college-athletes,pro,180,pro,claude-3.5-haiku
pit-bull-bans,con,119,75con,claude-3.5-haiku
pit-bull-bans,con,94,75pro,claude-3.5-haiku
pit-bull-bans,con,115,all,claude-3.5-haiku
pit-bull-bans,con,119,con,claude-3.5-haiku
pit-bull-bans,con,60,neither,claude-3.5-haiku
pit-bull-bans,con,59,pro,claude-3.5-haiku
pit-bull-bans,other,2,75con,claude-3.5-haiku
pit-bull-bans,other,3,75pro,claude-3.5-haiku
pit-bull-bans,other,3,all,claude-3.5-haiku
pit-bull-bans,other,1,con,claude-3.5-haiku
pit-bull-bans,pro,59,75con,claude-3.5-haiku
pit-bull-bans,pro,83,75pro,claude-3.5-haiku
pit-bull-bans,pro,62,all,claude-3.5-haiku
pit-bull-bans,pro,60,con,claude-3.5-haiku
pit-bull-bans,pro,30,neither,claude-3.5-haiku
pit-bull-bans,pro,121,pro,claude-3.5-haiku
pokemon-go,con,140,75con,claude-3.5-haiku
pokemon-go,con,13,75pro,claude-3.5-haiku
pokemon-go,con,58,all,claude-3.5-haiku
pokemon-go,con,179,con,claude-3.5-haiku
pokemon-go,other,2,75con,claude-3.5-haiku
pokemon-go,other,1,75pro,claude-3.5-haiku
pokemon-go,other,2,all,claude-3.5-haiku
pokemon-go,other,1,con,claude-3.5-haiku
pokemon-go,other,1,pro,claude-3.5-haiku
pokemon-go,pro,38,75con,claude-3.5-haiku
pokemon-go,pro,166,75pro,claude-3.5-haiku
pokemon-go,pro,120,all,claude-3.5-haiku
pokemon-go,pro,90,neither,claude-3.5-haiku
pokemon-go,pro,179,pro,claude-3.5-haiku
police-body-cameras,con,32,75con,claude-3.5-haiku
police-body-cameras,con,102,con,claude-3.5-haiku
police-body-cameras,other,1,75con,claude-3.5-haiku
police-body-cameras,other,1,75pro,claude-3.5-haiku
police-body-cameras,other,2,all,claude-3.5-haiku
police-body-cameras,pro,147,75con,claude-3.5-haiku
police-body-cameras,pro,179,75pro,claude-3.5-haiku
police-body-cameras,pro,178,all,claude-3.5-haiku
police-body-cameras,pro,78,con,claude-3.5-haiku
police-body-cameras,pro,90,neither,claude-3.5-haiku
police-body-cameras,pro,180,pro,claude-3.5-haiku
prescription-drug-costs,con,70,75con,claude-3.5-haiku
prescription-drug-costs,con,3,75pro,claude-3.5-haiku
prescription-drug-costs,con,3,all,claude-3.5-haiku
prescription-drug-costs,con,170,con,claude-3.5-haiku
prescription-drug-costs,other,3,75pro,claude-3.5-haiku
prescription-drug-costs,other,3,all,claude-3.5-haiku
prescription-drug-costs,other,3,pro,claude-3.5-haiku
prescription-drug-costs,pro,110,75con,claude-3.5-haiku
prescription-drug-costs,pro,174,75pro,claude-3.5-haiku
prescription-drug-costs,pro,174,all,claude-3.5-haiku
prescription-drug-costs,pro,10,con,claude-3.5-haiku
prescription-drug-costs,pro,90,neither,claude-3.5-haiku
prescription-drug-costs,pro,177,pro,claude-3.5-haiku
private-prisons,con,170,75con,claude-3.5-haiku
private-prisons,con,41,75pro,claude-3.5-haiku
private-prisons,con,107,all,claude-3.5-haiku
private-prisons,con,178,con,claude-3.5-haiku
private-prisons,con,90,neither,claude-3.5-haiku
private-prisons,con,1,pro,claude-3.5-haiku
private-prisons,other,3,75con,claude-3.5-haiku
private-prisons,other,1,75pro,claude-3.5-haiku
private-prisons,other,3,all,claude-3.5-haiku
private-prisons,other,1,con,claude-3.5-haiku
private-prisons,pro,7,75con,claude-3.5-haiku
private-prisons,pro,138,75pro,claude-3.5-haiku
private-prisons,pro,70,all,claude-3.5-haiku
private-prisons,pro,1,con,claude-3.5-haiku
private-prisons,pro,179,pro,claude-3.5-haiku
prostitution,con,142,75con,claude-3.5-haiku
prostitution,con,25,all,claude-3.5-haiku
prostitution,con,180,con,claude-3.5-haiku
prostitution,other,7,neither,claude-3.5-haiku
prostitution,other,1,pro,claude-3.5-haiku
prostitution,pro,38,75con,claude-3.5-haiku
prostitution,pro,180,75pro,claude-3.5-haiku
prostitution,pro,155,all,claude-3.5-haiku
prostitution,pro,83,neither,claude-3.5-haiku
prostitution,pro,179,pro,claude-3.5-haiku
recreational-marijuana-legalization,con,127,75con,claude-3.5-haiku
recreational-marijuana-legalization,con,70,75pro,claude-3.5-haiku
recreational-marijuana-legalization,con,123,all,claude-3.5-haiku
recreational-marijuana-legalization,con,120,con,claude-3.5-haiku
recreational-marijuana-legalization,con,30,neither,claude-3.5-haiku
recreational-marijuana-legalization,con,60,pro,claude-3.5-haiku
recreational-marijuana-legalization,other,2,75con,claude-3.5-haiku
recreational-marijuana-legalization,other,3,75pro,claude-3.5-haiku
recreational-marijuana-legalization,other,1,all,claude-3.5-haiku
recreational-marijuana-legalization,other,1,neither,claude-3.5-haiku
recreational-marijuana-legalization,pro,51,75con,claude-3.5-haiku
recreational-marijuana-legalization,pro,107,75pro,claude-3.5-haiku
recreational-marijuana-legalization,pro,56,all,claude-3.5-haiku
recreational-marijuana-legalization,pro,60,con,claude-3.5-haiku
recreational-marijuana-legalization,pro,59,neither,claude-3.5-haiku
recreational-marijuana-legalization,pro,120,pro,claude-3.5-haiku
reparations-for-slavery,con,113,75con,claude-3.5-haiku
reparations-for-slavery,con,61,75pro,claude-3.5-haiku
reparations-for-slavery,con,85,all,claude-3.5-haiku
reparations-for-slavery,con,120,con,claude-3.5-haiku
reparations-for-slavery,con,41,neither,claude-3.5-haiku
reparations-for-slavery,con,60,pro,claude-3.5-haiku
reparations-for-slavery,other,1,75con,claude-3.5-haiku
reparations-for-slavery,other,1,all,claude-3.5-haiku
reparations-for-slavery,pro,66,75con,claude-3.5-haiku
reparations-for-slavery,pro,119,75pro,claude-3.5-haiku
reparations-for-slavery,pro,94,all,claude-3.5-haiku
reparations-for-slavery,pro,60,con,claude-3.5-haiku
reparations-for-slavery,pro,49,neither,claude-3.5-haiku
reparations-for-slavery,pro,120,pro,claude-3.5-haiku
ride-sharing,con,121,75con,claude-3.5-haiku
ride-sharing,con,44,75pro,claude-3.5-haiku
ride-sharing,con,60,all,claude-3.5-haiku
ride-sharing,con,149,con,claude-3.5-haiku
ride-sharing,con,15,neither,claude-3.5-haiku
ride-sharing,con,29,pro,claude-3.5-haiku
ride-sharing,other,4,75con,claude-3.5-haiku
ride-sharing,other,2,75pro,claude-3.5-haiku
ride-sharing,other,9,all,claude-3.5-haiku
ride-sharing,other,1,con,claude-3.5-haiku
ride-sharing,other,4,pro,claude-3.5-haiku
ride-sharing,pro,55,75con,claude-3.5-haiku
ride-sharing,pro,134,75pro,claude-3.5-haiku
ride-sharing,pro,111,all,claude-3.5-haiku
ride-sharing,pro,30,con,claude-3.5-haiku
ride-sharing,pro,75,neither,claude-3.5-haiku
ride-sharing,pro,147,pro,claude-3.5-haiku
ronald-reagan,con,126,75con,claude-3.5-haiku
ronald-reagan,con,69,75pro,claude-3.5-haiku
ronald-reagan,con,81,all,claude-3.5-haiku
ronald-reagan,con,117,con,claude-3.5-haiku
ronald-reagan,con,21,neither,claude-3.5-haiku
ronald-reagan,con,60,pro,claude-3.5-haiku
ronald-reagan,other,5,75con,claude-3.5-haiku
ronald-reagan,other,9,75pro,claude-3.5-haiku
ronald-reagan,other,5,all,claude-3.5-haiku
ronald-reagan,other,4,con,claude-3.5-haiku
ronald-reagan,other,14,neither,claude-3.5-haiku
ronald-reagan,pro,49,75con,claude-3.5-haiku
ronald-reagan,pro,102,75pro,claude-3.5-haiku
ronald-reagan,pro,94,all,claude-3.5-haiku
ronald-reagan,pro,59,con,claude-3.5-haiku
ronald-reagan,pro,55,neither,claude-3.5-haiku
ronald-reagan,pro,120,pro,claude-3.5-haiku
sanctuary-cities,con,147,75con,claude-3.5-haiku
sanctuary-cities,con,13,75pro,claude-3.5-haiku
sanctuary-cities,con,56,all,claude-3.5-haiku
sanctuary-cities,con,180,con,claude-3.5-haiku
sanctuary-cities,con,41,neither,claude-3.5-haiku
sanctuary-cities,other,1,75con,claude-3.5-haiku
sanctuary-cities,other,3,all,claude-3.5-haiku
sanctuary-cities,pro,32,75con,claude-3.5-haiku
sanctuary-cities,pro,167,75pro,claude-3.5-haiku
sanctuary-cities,pro,121,all,claude-3.5-haiku
sanctuary-cities,pro,49,neither,claude-3.5-haiku
sanctuary-cities,pro,180,pro,claude-3.5-haiku
santa-claus,con,121,75con,claude-3.5-haiku
santa-claus,con,106,75pro,claude-3.5-haiku
santa-claus,con,84,all,claude-3.5-haiku
santa-claus,con,120,con,claude-3.5-haiku
santa-claus,con,60,neither,claude-3.5-haiku
santa-claus,con,117,pro,claude-3.5-haiku
santa-claus,other,2,75con,claude-3.5-haiku
santa-claus,other,5,75pro,claude-3.5-haiku
santa-claus,other,5,all,claude-3.5-haiku
santa-claus,other,3,pro,claude-3.5-haiku
santa-claus,pro,57,75con,claude-3.5-haiku
santa-claus,pro,69,75pro,claude-3.5-haiku
santa-claus,pro,91,all,claude-3.5-haiku
santa-claus,pro,60,con,claude-3.5-haiku
santa-claus,pro,30,neither,claude-3.5-haiku
santa-claus,pro,60,pro,claude-3.5-haiku
saturday-halloween,con,113,75con,claude-3.5-haiku
saturday-halloween,con,56,75pro,claude-3.5-haiku
saturday-halloween,con,94,all,claude-3.5-haiku
saturday-halloween,con,120,con,claude-3.5-haiku
